,genre,duration,nationality,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency
15,"Thriller, Policier",119,U.S.A.,100146,3.7,3.8,84179.0,0.0,14.48,11.15,15.9,14.83,13.54,Spring,True,0.33,0.0,0,258.0
16,Drame,90,France,12466,3.5,3.8,99053.0,1200000.0,5.69,4.78,5.45,5.07,5.13,Winter,True,0.0,0.0,0,95.0
17,"Biopic, Drame",130,Grande-Bretagne,47695,3.1,3.7,26864.0,0.0,11.33,10.05,12.91,11.87,10.8,Spring,False,0.33,0.0,0,134.0
18,Thriller,123,U.S.A.,151272,3.1,3.7,92925.0,35000000.0,18.5,11.94,13.75,15.43,13.4,Autumn,False,0.33,0.0,0,184.0
19,"Action, Aventure, Fantastique",126,U.S.A.,362905,2.7,3.3,659245.0,175000000.0,17.19,15.49,17.85,16.09,16.52,Spring,False,0.67,0.5,1,184.0
20,"Action, Science fiction, Fantastique",144,U.S.A.,388700,2.5,3.0,210441.0,190000000.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,184.0
21,"Comédie dramatique, Drame, Comédie",95,Italie,91786,3.9,3.3,100764.0,13266839.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,207.0
22,"Policier, Action",113,U.S.A.,238040,3.5,4.1,877638.0,22000000.0,7.78,6.76,9.5,9.12,7.54,Winter,False,0.67,1.0,1,142.0
23,"Epouvante-horreur, Fantastique",108,U.S.A.,306107,2.1,2.2,49967.0,16000000.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,154.0
24,"Action, Guerre",91,Finlande,44625,2.7,3.3,186480.0,6200000.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.0,0.0,0,142.0
25,Action,99,France,79426,3.4,3.7,222289.0,4920000.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,161.0
26,"Biopic, Historique",140,République tchèque,34803,4.0,4.0,77006.0,0.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.0,0.0,0,26.0
27,Thriller,103,Espagne,28720,3.6,3.5,210219.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.33,0.0,0,55.0
28,"Romance, Drame",90,France,58679,3.2,3.3,161212.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.33,0.5,0,161.0
29,Comédie dramatique,106,U.S.A.,117498,3.3,3.0,145667.0,25000000.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.67,1.0,1,243.0
30,"Animation, Action, Fantastique, Aventure",141,U.S.A.,550808,4.1,4.5,317420.0,100000000.0,20.18,16.62,22.32,19.9,20.05,Spring,False,0.0,0.0,0,154.0
31,"Animation, Action, Aventure, Comédie musicale",99,France,660421,2.7,2.7,177900.0,86000000.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,142.0
32,"Animation, Comédie, Famille",102,U.S.A.,426818,3.5,3.9,93927.0,200000000.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.67,0.0,0,114.0
33,"Action, Aventure",154,U.S.A.,1089875,3.5,3.6,291164.0,300000000.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.67,0.0,0,114.0
34,"Animation, Arts Martiaux, Action, Fantastique",99,Japon,218070,3.0,2.7,153338.0,0.0,19.84,13.26,17.92,14.62,13.38,Autumn,False,0.0,0.0,0,154.0
35,"Policier, Drame",105,France,559378,4.3,4.0,1555406.0,0.0,15.65,5.39,9.31,7.99,8.56,Autumn,False,0.0,0.0,0,207.0
36,"Comédie dramatique, Drame, Comédie",87,France,12196,3.6,3.2,104368.0,4000000.0,11.62,9.04,12.94,11.34,10.78,Spring,False,0.33,0.0,0,95.0
37,"Action, Aventure, Science fiction",121,U.S.A.,735356,2.3,2.5,281289.0,200000000.0,8.3,7.73,9.41,8.59,8.79,Winter,True,0.0,0.0,0,114.0
38,Drame,87,France,111837,3.0,3.1,40794.0,0.0,10.46,0.38,2.52,0.12,0.3,Winter,False,0.0,0.0,0,27.0
39,"Action, Policier, Thriller",177,U.S.A.,1165588,3.9,4.1,330830.0,185000000.0,6.92,5.66,8.07,5.99,5.88,Spring,True,0.33,0.0,0,184.0
40,"Animation, Fantastique, Famille",105,U.S.A.,948846,4.1,4.5,1508099.0,175000000.0,14.04,7.61,6.2,2.63,7.77,Autumn,False,0.0,0.0,0,114.0
41,Comédie dramatique,120,France,68373,3.8,4.0,159751.0,3500000.0,13.1,3.52,5.51,4.56,3.89,Autumn,False,0.33,0.0,0,127.0
42,"Comédie, Comédie dramatique",123,France,630004,3.3,2.7,1326317.0,17900000.0,8.36,8.34,9.95,8.16,8.36,Winter,True,1.0,0.5,1,156.0
43,"Drame, Thriller",125,U.S.A.,110381,2.6,4.0,115627.0,24000000.0,23.63,20.84,21.53,21.93,20.85,Summer,True,0.0,0.0,0,154.0
44,"Drame, Romance",122,France,54381,3.8,4.3,140979.0,0.0,11.13,8.32,12.74,11.92,10.68,Spring,False,0.0,0.0,0,129.0
45,"Science fiction, Thriller, Action",93,U.S.A.,187043,2.0,2.0,65512.0,45000000.0,11.33,10.05,12.91,11.87,10.8,Spring,False,0.33,0.0,0,154.0
46,"Science fiction, Thriller",148,U.S.A.,1305534,4.1,4.5,3783086.0,160000000.0,21.25,18.53,21.11,18.77,18.84,Summer,True,1.0,1.0,1,184.0
47,Comédie,88,France,126252,3.3,3.6,233691.0,0.0,17.93,9.96,13.45,12.49,10.73,Autumn,True,0.33,0.0,0,23.0
48,"Historique, Action",100,France,23152,1.3,3.9,173629.0,0.0,3.85,4.78,5.29,1.31,3.88,Winter,False,0.0,0.0,0,7.0
49,Comédie,93,France,152695,3.7,3.3,203094.0,0.0,16.65,8.11,10.12,9.87,9.17,Autumn,False,0.0,0.0,0,161.0
50,"Biopic, Drame",140,France,486242,3.1,4.1,228611.0,0.0,21.78,16.39,18.83,17.76,14.91,Autumn,False,0.0,0.0,0,184.0
51,Epouvante-horreur,147,U.S.A.,61418,3.7,3.5,202264.0,9000000.0,24.1,19.24,23.63,24.16,22.45,Summer,True,0.0,0.0,0,258.0
52,"Action, Fantastique, Aventure",125,U.S.A.,713308,2.1,2.9,127786.0,200000000.0,22.34,14.78,18.99,19.03,16.89,Autumn,False,0.33,0.0,0,184.0
53,Comédie dramatique,110,France,35020,3.5,3.9,161310.0,0.0,8.3,7.73,9.41,8.59,8.79,Winter,True,0.33,0.0,0,73.0
54,"Romance, Science fiction, Comédie, Drame",105,Allemagne,16932,3.1,3.7,76820.0,0.0,20.25,17.73,18.54,20.51,19.48,Summer,False,0.0,0.0,0,95.0
55,Action,131,U.S.A.,1529608,3.7,4.3,2331023.0,170000000.0,18.01,13.68,21.53,17.98,15.86,Spring,False,0.67,0.0,0,107.0
56,"Drame, Biopic, Historique",90,Japon,52791,3.2,3.3,188166.0,0.0,14.48,11.15,15.9,14.83,13.54,Spring,True,0.0,0.0,0,23.0
57,"Action, Thriller",127,U.S.A.,491067,3.2,3.9,358804.0,90000000.0,25.91,20.83,27.03,27.04,23.63,Summer,True,0.33,0.0,0,154.0
58,"Aventure, Comédie",91,France,83427,3.7,2.0,149535.0,0.0,24.42,21.63,23.0,23.61,22.88,Summer,True,0.67,0.0,0,43.0
59,"Comédie dramatique, Drame, Comédie",118,France,332971,3.4,4.1,322035.0,7780000.0,7.96,6.37,6.85,6.71,6.88,Spring,False,0.0,0.5,1,161.0
60,"Comédie dramatique, Drame, Comédie",91,France,180034,3.1,3.9,69214.0,0.0,18.5,11.94,13.75,15.43,13.4,Autumn,False,0.67,0.0,0,156.0
61,Comédie,100,France,192906,4.1,3.9,242321.0,4000000.0,21.78,16.39,18.83,17.76,14.91,Autumn,False,0.33,0.5,1,129.0
62,"Epouvante-horreur, Fantastique",97,U.S.A.,235926,3.1,2.9,118122.0,15000000.0,12.87,9.7,14.52,13.36,10.79,Spring,True,0.0,0.0,0,258.0
63,Drame,122,U.S.A.,1576425,4.1,4.4,1095425.0,55000000.0,21.48,15.48,17.58,17.32,16.02,Autumn,False,0.67,0.0,0,184.0
64,"Drame, Thriller",128,Turquie,45633,3.7,3.9,133500.0,0.0,14.48,11.15,15.9,14.83,13.54,Spring,True,0.0,0.0,0,76.0
65,Thriller,97,France,337525,3.2,3.8,872504.0,0.0,8.99,4.93,10.38,10.59,7.03,Spring,False,0.67,0.0,0,150.0
66,Comédie dramatique,98,France,298308,3.5,3.9,214620.0,0.0,11.33,10.05,12.91,11.87,10.8,Spring,False,0.33,0.0,0,142.0
67,Drame,81,Portugal,298,2.9,2.1,2746.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,30.0
68,Epouvante-horreur,102,U.S.A.,193688,3.2,3.5,2472418.0,1500000.0,18.44,16.68,16.44,18.58,16.48,Summer,False,0.0,0.0,0,134.0
69,Comédie dramatique,100,France,279606,3.6,4.0,96517.0,5180000.0,11.33,10.05,12.91,11.87,10.8,Spring,False,0.33,0.0,0,184.0
70,Epouvante-horreur,122,U.S.A.,464821,2.4,3.1,307849.0,35000000.0,10.44,6.41,12.82,10.73,12.23,Spring,False,0.0,0.0,0,107.0
71,Drame,98,France,27639,3.8,3.2,113381.0,0.0,4.54,3.35,4.17,2.44,3.75,Spring,True,0.0,0.0,0,127.0
72,"Action, Comédie, Drame, Science fiction, Arts Martiaux",139,U.S.A.,132121,3.9,3.5,310040.0,25000000.0,24.21,19.06,21.64,23.97,21.39,Summer,True,0.0,0.0,0,2.0
73,"Romance, Drame",135,U.S.A.,242663,3.7,3.8,683153.0,40000000.0,4.99,5.32,7.15,4.53,6.97,Winter,True,0.33,0.0,0,154.0
74,"Drame, Romance",126,Pakistan,32996,3.9,4.1,97167.0,0.0,19.01,9.8,12.42,9.95,10.89,Winter,True,0.0,0.0,0,55.0
75,Drame,90,Iran,8528,4.0,3.6,9815.0,0.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.0,0.0,0,66.0
76,Comédie,93,France,102498,3.0,2.3,137289.0,0.0,22.03,17.32,19.54,20.89,19.38,Summer,True,0.0,0.0,0,142.0
77,"Action, Espionnage, Thriller",133,U.S.A.,827046,3.9,3.8,3058802.0,145000000.0,14.42,4.47,8.29,4.36,4.97,Winter,False,0.67,0.0,0,107.0
78,"Thriller, Policier",114,France,96667,4.4,4.1,283299.0,0.0,26.65,22.47,28.83,25.21,28.75,Summer,True,0.0,0.0,0,95.0
79,Comédie,89,France,233008,3.1,2.9,86880.0,0.0,8.3,7.73,9.41,8.59,8.79,Winter,True,0.33,0.0,0,124.0
80,"Comédie, Aventure, Drame",179,U.S.A.,35019,3.6,3.3,146637.0,35000000.0,14.48,11.15,15.9,14.83,13.54,Spring,True,0.33,0.0,0,116.0
81,"Science fiction, Drame",156,U.S.A.,1030687,4.0,4.3,590004.0,165000000.0,21.54,16.66,18.78,17.91,17.33,Autumn,False,1.0,0.5,1,184.0
82,Drame,107,France,126975,3.5,4.0,228201.0,0.0,1.36,2.64,1.42,-0.97,1.73,Winter,False,0.33,0.0,0,76.0
83,"Drame, Historique, Policier",95,Belgique,33659,2.8,2.9,117557.0,0.0,11.63,9.31,13.95,12.14,9.74,Spring,False,0.33,0.0,0,15.0
84,"Fantastique, Aventure",134,U.S.A.,420168,3.3,3.8,98041.0,151000000.0,11.13,8.03,12.42,10.19,9.99,Spring,True,0.33,0.0,0,107.0
85,"Historique, Drame",110,Algérie,21049,3.8,4.1,123893.0,0.0,12.87,9.7,14.52,13.36,10.79,Spring,True,0.0,0.0,0,64.0
86,Comédie,91,Portugal,288750,3.5,3.9,934415.0,7000000.0,12.6,10.48,14.37,11.3,9.86,Spring,True,0.0,0.0,0,156.0
87,"Drame, Thriller",151,U.S.A.,142309,3.8,3.8,347143.0,60000000.0,2.62,3.27,2.85,0.79,3.2,Winter,False,0.67,0.5,1,114.0
88,"Comédie musicale, Romance",128,U.S.A.,754534,4.4,4.2,1639036.0,30000000.0,3.48,2.62,5.12,1.87,3.79,Winter,False,0.67,1.0,1,142.0
89,Aventure,141,U.S.A.,150045,4.5,3.9,661049.0,30000000.0,11.86,11.86,11.65,13.44,11.37,Spring,False,0.67,0.0,0,161.0
90,Comédie dramatique,134,France,91498,2.5,3.6,175192.0,14000000.0,22.96,15.85,19.56,18.61,17.76,Autumn,True,0.67,0.0,0,156.0
91,"Action, Comédie",108,U.S.A.,57763,3.1,3.1,161725.0,30000000.0,13.17,11.85,12.6,12.55,12.86,Spring,True,0.67,0.0,0,258.0
92,"Comédie, Policier",98,Grande-Bretagne,56893,2.8,2.9,31876.0,40000000.0,21.05,14.44,21.08,16.35,16.37,Autumn,False,0.0,0.0,0,114.0
93,"Biopic, Drame",151,U.S.A.,367332,4.9,4.3,325050.0,40000000.0,5.69,4.78,5.45,5.07,5.13,Winter,True,0.0,0.5,1,243.0
94,"Aventure, Drame",125,U.S.A.,426112,3.6,4.1,1482092.0,120000000.0,16.9,7.27,10.54,7.48,8.2,Winter,False,0.0,0.0,0,165.0
95,"Thriller, Action",136,U.S.A.,142412,3.1,2.7,189094.0,40000000.0,12.23,10.47,14.11,13.23,11.32,Spring,False,0.33,0.0,0,243.0
96,Drame,116,France,338929,3.3,4.1,906686.0,0.0,17.93,11.3,11.13,7.92,11.29,Autumn,False,0.67,0.0,0,150.0
97,"Science fiction, Drame",169,U.S.A.,1071360,3.8,4.5,2356624.0,165000000.0,15.84,8.29,9.11,7.83,8.96,Autumn,False,0.67,0.5,1,184.0
98,"Epouvante-horreur, Biopic, Fantastique",103,U.S.A.,155555,2.9,2.8,64027.0,18000000.0,14.3,12.55,13.83,13.9,12.2,Spring,False,0.33,0.0,0,154.0
99,"Drame, Biopic",138,Belgique,278,2.9,3.6,3391.0,7492030.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.0,0.0,0,4.0
100,"Animation, Aventure, Drame",122,Japon,181032,3.8,4.2,63363.0,0.0,11.13,8.03,12.42,10.19,9.99,Spring,True,0.0,0.0,0,83.0
101,"Drame, Historique, Guerre",100,France,456751,3.3,2.5,137676.0,0.0,7.59,9.36,9.92,8.83,8.83,Winter,False,0.33,0.0,0,124.0
102,"Comédie dramatique, Policier, Judiciaire, Drame, Comédie",103,France,427391,4.0,3.9,162516.0,13700000.0,10.44,6.41,12.82,10.73,12.23,Spring,False,0.33,1.0,1,124.0
103,"Drame, Biopic",130,U.S.A.,288777,4.0,4.5,1391794.0,23000000.0,3.97,2.54,6.74,2.28,4.27,Winter,False,0.67,0.0,0,258.0
104,"Drame, Comédie",149,Suède,179786,3.2,3.8,498125.0,15600000.0,18.97,11.02,17.17,15.74,11.94,Autumn,False,0.33,0.0,0,86.0
105,Comédie dramatique,103,France,250306,3.0,3.6,692756.0,0.0,11.88,2.74,3.74,1.64,3.3,Autumn,False,0.0,0.0,0,139.0
106,Comédie,95,France,222130,2.7,3.8,106287.0,5950000.0,5.69,4.78,5.45,5.07,5.13,Winter,True,0.33,0.0,0,142.0
107,"Comédie, Romance",118,France,209564,3.9,4.1,814861.0,7950000.0,9.39,8.92,8.55,8.18,7.31,Spring,False,0.33,0.0,0,150.0
108,Drame,113,France,101776,3.7,3.8,328097.0,0.0,21.41,16.42,19.75,17.88,17.99,Summer,True,0.33,0.5,0,156.0
109,"Action, Espionnage",132,U.S.A.,1233768,3.7,3.9,851416.0,150000000.0,22.16,18.3,18.82,21.83,18.87,Summer,True,0.67,0.0,0,107.0
110,Drame,110,France,238161,3.7,3.5,968174.0,0.0,23.42,16.22,21.81,22.36,19.71,Autumn,False,1.0,0.5,1,161.0
111,Drame,90,France,85331,3.2,3.0,312622.0,0.0,23.15,20.36,20.67,22.1,19.62,Summer,True,0.0,0.0,0,158.0
112,"Animation, Action, Famille",117,U.S.A.,218728,4.2,4.4,621955.0,90000000.0,12.77,2.98,8.05,0.62,2.19,Winter,False,0.0,0.0,0,154.0
113,Action,170,U.S.A.,411048,3.6,3.9,190133.0,90000000.0,11.13,8.32,12.74,11.92,10.68,Spring,False,0.67,0.0,0,258.0
114,Epouvante-horreur,105,U.S.A.,31224,3.9,3.0,307849.0,10000000.0,18.55,10.88,14.88,11.93,11.05,Autumn,True,0.0,0.0,0,9.0
115,Comédie,98,France,271193,2.1,2.3,223563.0,0.0,22.96,15.85,19.56,18.61,17.76,Autumn,True,0.67,0.0,0,161.0
116,Comédie,88,France,81100,3.0,3.9,587040.0,0.0,4.97,6.03,5.37,3.26,4.17,Winter,True,0.67,0.5,1,161.0
117,Comédie,100,France,201117,3.4,4.1,481325.0,0.0,14.47,4.7,8.19,6.29,6.15,Autumn,False,0.33,0.0,0,150.0
118,"Animation, Famille, Aventure",70,Pays-Bas,6286,3.4,2.3,7449.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,49.0
119,"Comédie, Policier",101,France,80190,3.5,2.3,129678.0,7800000.0,19.39,9.21,13.53,12.32,10.89,Winter,True,0.67,0.0,0,127.0
120,"Comédie, Drame",110,France,67974,2.9,3.7,177447.0,0.0,5.69,4.78,5.45,5.07,5.13,Winter,True,0.0,0.0,0,86.0
121,Drame,103,Syrie,3771,3.0,3.0,70368.0,0.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.0,0.0,0,158.0
122,Comédie,90,France,250360,3.6,3.9,130702.0,5460000.0,4.54,3.35,4.17,2.44,3.75,Spring,True,0.33,0.0,0,4.0
123,Comédie,112,France,271139,3.5,2.5,205949.0,0.0,22.34,14.78,18.99,19.03,16.89,Autumn,False,0.33,0.0,0,154.0
124,"Comédie, Action",120,U.S.A.,249389,3.0,3.5,502395.0,65000000.0,19.48,14.07,21.0,19.11,18.2,Summer,False,0.67,0.0,0,165.0
125,"Drame, Romance, Thriller",137,France,13094,2.5,2.1,86313.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,129.0
126,Drame,92,France,140144,3.4,2.9,188941.0,5490000.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.67,0.0,0,161.0
127,"Drame, Historique, Thriller",132,France,501228,4.0,3.8,746877.0,25300000.0,13.07,5.25,6.08,2.99,5.02,Autumn,False,0.67,0.0,0,124.0
128,"Action, Thriller",91,U.S.A.,19864,3.2,3.0,270591.0,14000000.0,20.05,19.45,18.59,18.26,18.96,Summer,False,0.0,0.0,0,243.0
129,Comédie,80,France,87446,3.2,2.7,159300.0,6009575.0,13.1,3.52,5.51,4.56,3.89,Autumn,False,1.0,1.0,1,124.0
130,Drame,118,France,282292,4.1,4.4,411827.0,0.0,11.63,9.31,13.95,12.14,9.74,Spring,False,0.67,0.0,0,161.0
131,Biopic,96,France,26273,3.0,3.8,103858.0,5500000.0,22.29,23.93,21.05,21.23,22.24,Summer,False,0.0,0.0,0,49.0
132,"Science fiction, Aventure, Fantastique, Action",192,U.S.A.,2739848,4.1,4.2,926514.0,460000000.0,13.07,0.8,8.75,4.75,1.06,Winter,False,0.67,0.5,1,114.0
133,"Aventure, Action, Fantastique",112,Japon,41841,1.5,1.6,69197.0,60000000.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.0,0.0,0,154.0
134,"Drame, Romance",83,France,12657,2.6,3.6,118974.0,1200000.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,14.0
135,"Drame, Historique, Romance",116,France,45029,3.1,3.6,306631.0,0.0,14.3,12.55,13.83,13.9,12.2,Spring,False,0.67,0.5,1,207.0
136,"Animation, Comédie, Famille",90,U.S.A.,7514,3.8,4.0,16437.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,6.0
137,"Aventure, Historique",121,France,1007159,3.7,4.0,413411.0,27500000.0,11.62,9.04,12.94,11.34,10.78,Spring,False,1.0,0.0,0,156.0
138,"Animation, Famille, Comédie",92,U.S.A.,1866914,3.1,4.1,387089.0,100000000.0,11.62,9.04,12.94,11.34,10.78,Spring,False,0.33,0.0,0,243.0
139,"Epouvante-horreur, Thriller",99,U.S.A.,101134,3.2,2.7,55125.0,41900000.0,20.18,16.62,22.32,19.9,20.05,Spring,False,0.0,0.0,0,114.0
140,"Animation, Drame",101,France,3933,3.5,3.7,85820.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,86.0
141,Drame,117,France,55090,3.5,2.7,175390.0,6570000.0,20.18,16.62,22.32,19.9,20.05,Spring,False,0.0,0.0,0,76.0
142,Comédie dramatique,108,France,17284,3.6,3.9,130618.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,17.0
143,"Biopic, Musical, Drame",138,Allemagne,11672,3.0,3.4,6329.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.0,0.0,0,156.0
144,Comédie dramatique,73,France,1849,3.3,3.2,55795.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,4.0
145,"Drame, Historique, Romance",99,France,1215,2.8,2.7,83578.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,158.0
146,"Drame, Romance",116,Australie,24397,2.5,3.4,17166.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,156.0
147,"Romance, Comédie dramatique",92,France,34918,3.6,2.6,151690.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,207.0
148,"Drame, Romance",92,France,11227,2.8,2.7,128140.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.33,0.0,0,9.0
149,Action,141,U.S.A.,1140846,2.9,3.1,214291.0,340000000.0,15.75,13.87,14.78,16.44,13.66,Spring,False,0.67,0.0,0,243.0
150,"Drame, Thriller",110,U.S.A.,20443,3.5,3.1,9125.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,49.0
151,Comédie,90,France,109081,2.2,3.4,46859.0,0.0,22.29,23.93,21.05,21.23,22.24,Summer,False,0.67,0.0,0,4.0
152,Comédie,90,France,95610,3.5,2.5,163623.0,0.0,22.29,23.93,21.05,21.23,22.24,Summer,False,0.33,0.0,0,139.0
153,Thriller,125,Italie,40869,3.5,4.0,20617.0,9500000.0,22.29,23.93,21.05,21.23,22.24,Summer,False,0.0,0.0,0,243.0
154,Comédie,97,France,78717,2.4,2.9,91758.0,0.0,24.36,22.71,22.21,28.09,21.78,Summer,False,0.0,0.0,0,124.0
155,"Action, Science fiction",128,U.S.A.,451052,2.8,3.1,161429.0,195000000.0,22.29,23.93,21.05,21.23,22.24,Summer,False,0.0,0.0,0,107.0
156,"Drame, Policier",97,France,30964,2.5,3.4,92834.0,0.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.33,0.0,0,16.5
157,"Aventure, Famille, Fantastique",136,U.S.A.,582814,2.5,2.3,176493.0,250000000.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.0,0.0,0,114.0
158,"Thriller, Drame",105,France,220327,3.8,3.9,186370.0,0.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.33,0.0,0,127.0
159,Drame,124,Japon,34071,3.7,3.8,200417.0,0.0,22.19,23.34,21.09,22.09,20.44,Summer,False,0.0,0.0,0,23.0
160,"Comédie, Policier",84,France,45576,2.3,1.6,165421.0,3700000.0,22.47,22.09,22.19,22.08,21.01,Summer,False,0.0,0.0,0,83.0
161,"Comédie, Famille",90,France,180735,2.0,2.1,47340.0,0.0,21.36,17.9,21.61,20.88,20.43,Summer,False,0.33,0.0,0,139.0
162,"Drame, Romance",177,France,323457,4.6,3.6,1117916.0,4300000.0,16.85,9.23,12.5,11.13,10.4,Autumn,False,0.67,0.0,0,134.0
163,"Animation, Comédie, Aventure, Famille",100,U.S.A.,259472,3.6,3.9,186448.0,80000000.0,11.52,10.81,11.58,11.95,9.28,Spring,False,0.33,0.0,0,243.0
164,Comédie,92,France,101291,3.3,3.7,52282.0,0.0,1.73,1.7,1.29,0.82,1.84,Winter,False,0.0,0.0,0,3.0
165,"Romance, Drame",106,U.S.A.,624513,1.9,2.3,1392704.0,14000000.0,16.17,14.84,16.65,17.09,16.25,Spring,True,0.0,0.0,0,142.0
166,Drame,103,Allemagne,9010,2.3,1.8,109532.0,0.0,18.55,10.88,14.88,11.93,11.05,Autumn,True,0.0,0.0,0,95.0
167,Drame,115,U.S.A.,155547,4.4,3.7,205962.0,15000000.0,17.67,8.97,12.88,12.11,9.4,Autumn,False,0.33,0.0,0,243.0
168,"Animation, Famille",70,France,41957,3.9,4.0,44323.0,0.0,3.85,4.78,5.29,1.31,3.88,Winter,False,0.0,0.0,0,25.0
169,"Drame, Comédie",117,Danemark,114935,3.9,4.1,378396.0,0.0,17.02,10.53,12.04,10.03,10.49,Autumn,False,0.33,0.0,0,95.0
170,"Drame, Historique, Biopic",113,Autriche,35145,3.7,3.1,115961.0,7580600.0,13.07,0.8,8.75,4.75,1.06,Winter,False,0.0,0.0,0,129.0
171,Comédie,103,Belgique,10680,3.1,2.9,154193.0,0.0,11.63,9.31,13.95,12.14,9.74,Spring,False,0.0,0.0,0,54.0
172,"Action, Drame, Science fiction",142,U.S.A.,509426,3.4,3.8,6032761.0,75000000.0,13.36,12.78,14.6,13.4,14.04,Spring,False,0.33,0.0,0,258.0
173,"Drame, Romance, Thriller",125,U.S.A.,2081638,2.1,2.0,2659258.0,40000000.0,5.76,4.43,6.26,6.18,4.95,Winter,True,0.67,0.0,0,243.0
174,"Comédie, Drame",100,U.S.A.,405061,4.5,4.2,1176365.0,30000000.0,7.2,6.64,8.32,6.28,5.76,Winter,True,0.33,0.5,1,165.0
175,"Drame, Comédie",90,France,429132,3.4,3.8,1286367.0,8500000.0,18.43,11.78,13.98,12.64,11.75,Autumn,False,0.0,0.0,0,150.0
176,Comédie dramatique,102,France,61469,3.0,3.7,82864.0,0.0,4.97,6.03,5.37,3.26,4.17,Winter,True,0.0,0.0,0,71.0
177,Comédie dramatique,91,France,54583,2.9,3.4,216976.0,0.0,14.15,11.96,13.39,13.61,11.81,Spring,False,0.33,0.0,0,156.0
178,Comédie,102,France,126231,2.3,2.6,508067.0,0.0,23.78,22.51,23.35,24.27,22.78,Summer,False,0.67,0.0,0,184.0
179,"Drame, Comédie",161,U.S.A.,1132221,4.1,3.8,781462.0,95000000.0,22.22,16.89,21.58,20.95,18.68,Summer,True,1.0,1.0,1,154.0
180,Policier,117,France,230290,1.8,2.7,487300.0,0.0,14.0,12.13,13.95,15.21,11.71,Spring,True,0.33,0.0,0,116.0
181,Comédie dramatique,88,France,21774,3.4,3.9,210320.0,0.0,7.09,10.08,8.79,6.06,8.52,Winter,False,0.0,0.0,0,129.0
182,"Animation, Comédie, Aventure, Famille",102,U.S.A.,502167,3.1,4.2,232331.0,90000000.0,10.46,0.38,2.52,0.12,0.3,Winter,False,0.0,0.0,0,243.0
183,"Comédie, Epouvante-horreur",93,U.S.A.,25984,2.3,2.8,147180.0,65000000.0,20.18,16.62,22.32,19.9,20.05,Spring,False,0.33,0.0,0,243.0
184,Drame,123,France,102272,3.2,3.9,115768.0,0.0,4.54,3.35,4.17,2.44,3.75,Spring,True,0.67,0.0,0,79.0
185,Drame,117,U.S.A.,1105921,2.7,3.5,128689.0,75000000.0,4.54,3.35,4.17,2.44,3.75,Spring,True,0.67,0.0,1,184.0
186,"Thriller, Epouvante-horreur",105,U.S.A.,109685,3.3,2.8,154278.0,20000000.0,5.72,7.46,5.88,4.49,5.76,Winter,False,0.0,0.5,1,243.0
187,Action,105,France,284215,2.3,3.1,2035614.0,40000000.0,21.35,16.38,22.26,19.29,18.83,Summer,True,0.33,0.5,0,56.0
