title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Elf,3 décembre 2003,"Comédie, Fantastique, Famille",1h 30min,Jon Favreau,David Berenbaum,"Will Ferrell, James Caan, Zooey Deschanel",à partir de 10 ans (children's film),U.S.A.,Metropolitan FilmExport,Box Office US,"['07 au 10 novembre 2003', '14 au 17 novembre 2003']",32 100 000,27 225 000,"2,6","2,5",45947
Mobile Home,29 août 2012,"Comédie, Drame",1h 35min,François Pirot,"François Pirot, Maarten Loix","Arthur Dupont, Guillaume Gouix, Jean-Paul Bonnaire",None,France,DistriB Films,Box Office France,"['29 août au 5 septembre 2012', '05 au 12 septembre 2012']",9 176,3 286,"3,5","2,9",376264
Step Up Revolution,8 août 2012,"Musical, Romance, Drame",1h 34min,Scott Speer,Amanda Brody,"Kathryn McCormick, Ryan Guzman, Stephen Boss",None,U.S.A.,Universal Pictures International France,Box Office France,"['08 au 15 août 2012', '15 au 22 août 2012']",379 617,225 763,"2,4","3,7",2200523
Théo & Hugo dans le même bateau,27 avril 2016,Drame,1h 37min,Olivier Ducastel,"Jacques Martineau, Olivier Ducastel, Jacques Martineau","Geoffrey Couët, François Nambot, Mario Fanfani",Interdit aux moins de 16 ans,France,Epicentre Films,Box Office France,"['27 avril au 4 mai 2016', '04 au 11 mai 2016']",10 189,4 864,"3,9","3,2",53557
Arrêtez-moi,6 février 2013,Thriller,1h 39min,Jean-Paul Lilienfeld,Jean-Paul Lilienfeld,"Sophie Marceau,  Miou-Miou, Marc Barbé","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Rezo Films,Box Office France,"['06 au 13 février 2013', '13 au 20 février 2013']",63 803,28 575,"2,1","2,3",319826
What To Expect When You're Expecting,20 juin 2012,"Comédie, Drame, Romance",1h 50min,Kirk Jones (II),"Shauna Cross, Heather Hach","Cameron Diaz, Jennifer Lopez, Elizabeth Banks",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['20 au 27 juin 2012', '27 juin au 4 juillet 2012']",210 052,84 437,"1,6","2,6",1532164
Tournée,30 juin 2010,"Comédie, Drame",1h 51min,Mathieu Amalric,"Mathieu Amalric, Philippe Di Folco","Miranda Colclasure, Suzanne Ramsey, Dirty Martini",None,France,Le Pacte,Box Office France,"['30 juin au 7 juillet 2010', '07 au 14 juillet 2010']",172 154,105 014,"4,4","3,1",337235
Monday,None,"Drame, Romance",1h 56min,Argyris Papadimitropoulos,"Argyris Papadimitropoulos, Rob Hayes","Sebastian Stan, Denise Gough, Yorgos Pirpassopoulos",None,U.S.A.,,Box Office US,"['16 au 19 avril 2021', '19 au 23 avril 2021']",18 767,4 611,"3,3",--,3345
La Stratégie de la poussette,2 janvier 2013,Comédie,1h 30min,Clément Michel,Clément Michel,"Raphaël Personnaz, Charlotte Le Bon, Jérôme Commandeur",None,France,StudioCanal,Box Office France,"['02 au 9 janvier 2013', '09 au 16 janvier 2013']",160 229,80 842,"1,9","2,7",1371543
Metsurin tarina,4 janvier 2023,"Comédie dramatique, Drame, Comédie",1h 39min,Mikko Myllylahti,Mikko Myllylahti,"Jarkko Lahti, Hannu-Pekka Björkman, Iivo Tuuri",None,Finlande,Urban Distribution,Box Office France,"['04 au 11 janvier 2023', '11 au 18 janvier 2023']",553,217,"3,0","3,3",53498
The Invisible,18 juillet 2007,"Fantastique, Drame",1h 37min,David S. Goyer,"Mick Davis, Christine Roum","Alex O'Loughlin, Justin Chatwin, Maggie Ma",None,U.S.A.,Buena Vista International,Box Office France,"['18 au 25 juillet 2007', '27 au 30 avril 2007']",23 403,None,"1,9","2,8",120301
48 heures par jour,4 juin 2008,Comédie,1h 29min,Catherine Castel (II),"Catherine Castel (II), Serge Adam","Aure Atika, Antoine de Caunes, Victoria Abril",None,France,Pyramide Distribution,Box Office France,"['04 au 11 juin 2008', '11 au 18 juin 2008']",61 039,33 597,"1,8","1,6",168068
Frank,4 février 2015,"Comédie, Drame, Musical",1h 31min,Lenny Abrahamson,"Jon Ronson, Peter Straughan","Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal",None,Grande-Bretagne,KMBO,Box Office France,"['04 au 11 février 2015', '11 au 18 février 2015']",4 525,1 292,"2,7","3,3",177881
Milyang,17 octobre 2007,Comédie dramatique,2h 30min,Lee Chang-Dong,"Lee Chang-Dong, Chong-jun Yi","Do-Yeon Jeon, Song Kang-Ho, Cho Young-jin",None,Corée du Sud,Diaphana Films,Box Office France,['17 au 24 octobre 2007'],25 333,None,"4,0","3,3",48113
W.,29 octobre 2008,"Biopic, Drame",2h 00min,Oliver Stone,Stanley Weiser,"Josh Brolin, James Cromwell, Ellen Burstyn",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['29 octobre au 5 novembre 2008', '05 au 12 novembre 2008']",110 741,41 690,"2,6","2,4",36263
The Gallows,22 juillet 2015,Epouvante-horreur,1h 21min,Travis Cluff,"Chris Lofing, Travis Cluff, Chris Lofing","Reese Mishler, Pfeifer Brown, Ryan Shoos",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,"['22 au 29 juillet 2015', '29 juillet au 5 août 2015']",68 730,26 630,"1,9",--,139096
Mr. Deeds,8 janvier 2003,"Comédie, Romance",1h 37min,Steven Brill,"Clarence Budington Kelland, Tim Herlihy","Adam Sandler, Winona Ryder, Steve Buscemi",None,U.S.A.,Columbia TriStar Films,Box Office US,"['28 juin 2002 au 1 juillet 2002', '05 au 8 juillet 2002']",37 162 787,18 411 597,"2,5","2,5",11601
Black And Blue,None,"Policier, Action, Drame",1h 48min,Deon Taylor,Peter A. Dowling,"Naomie Harris, Tyrese Gibson, Frank Grillo",None,U.S.A.,,Box Office US,"['25 au 28 octobre 2019', '01 au 4 novembre 2019']",8 376 846,4 137 341,"3,5",--,24928
My Little Pony: The Movie,18 octobre 2017,Animation,1h 39min,Jayson Thiessen,"Meghan McCarthy, Rita Hsiao","Tara Strong, Ashleigh Ball, Andrea Libman",à partir de 6 ans (children's film),U.S.A.,Metropolitan FilmExport,Box Office France,"['18 au 25 octobre 2017', '25 octobre au 1 novembre 2017']",104 809,80 527,"2,7","2,8",510708
Le Séminaire,11 février 2009,Comédie,1h 35min,Charles Nemes,"Alexandre Arpégis, Jérôme Arpégis","Bruno Solo, Yvan Le Bolloc'h,  Armelle",None,France,TFM Distribution,Box Office France,"['11 au 18 février 2009', '18 au 25 février 2009']",295 258,137 216,"3,0","1,7",525514
Proof,None,Drame,1h 36min,John Madden,"David Auburn, Rebecca Miller","Anthony Hopkins, Gwyneth Paltrow, Jake Gyllenhaal",None,U.S.A.,Buena Vista International,Box Office US,"['23 au 26 septembre 2005', '30 septembre 2005 au 3 octobre 2005']",835 210,1 152 307,"2,6",--,19148
Captivity,8 août 2007,"Thriller, Epouvante-horreur, Drame",1h 36min,Roland Joffé,"Larry Cohen, Joseph Tura","Elisha Cuthbert, Daniel Gillies, Pruitt Taylor Vince",Interdit aux moins de 16 ans,U.S.A.,TFM Distribution,Box Office France,"['08 au 15 août 2007', '13 au 16 juillet 2007']",32 273,None,"1,5","1,6",206458
My Super Ex-Girlfriend,13 septembre 2006,"Comédie, Romance, Science fiction",1h 37min,Ivan Reitman,Don Payne,"Uma Thurman, Luke Wilson, Anna Faris",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['13 au 20 septembre 2006', '20 au 27 septembre 2006']",214 804,102 066,"2,7","1,6",270270
Halloween II,None,Epouvante-horreur,1h 41min,Rob Zombie,Rob Zombie,"Tyler Mane, Scout Taylor-Compton, Malcolm McDowell",None,U.S.A.,1 nomination,Box Office US,"['28 au 31 août 2009', '04 au 7 septembre 2009']",16 349 565,6 872 800,"2,4",--,88101
Role Models,4 février 2009,Comédie,1h 38min,David Wain,"Timothy Dowling, William Blake Herron","Seann William Scott, Paul Rudd, Christopher Mintz-Plasse",None,U.S.A.,Universal Pictures International France,Box Office France,"['04 au 11 février 2009', '11 au 18 février 2009']",31 351,11 029,"3,2","2,7",321325
Vera Drake,9 février 2005,Drame,2h 05min,Mike Leigh,Mike Leigh,"Imelda Staunton, Phil Davis, Eddie Marsan",None,France,Mars Distribution,Box Office France,"['09 au 16 février 2005', '16 au 23 février 2005']",70 071,50 168,"4,0","3,3",None
Johnny Mad Dog,26 novembre 2008,"Drame, Guerre",1h 36min,Jean-Stéphane Sauvaire,"Jean-Stéphane Sauvaire, Jacques Fieschi","Christopher Minie, Daisy Victoria Vandy, Dagbeh Tweh",None,France,TFM Distribution,Box Office France,['31 décembre 2008 au 7 janvier 2009'],171,None,"3,9","3,2",105457
50/50,16 novembre 2011,Comédie dramatique,1h 40min,Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['16 au 23 novembre 2011', '23 au 30 novembre 2011']",15 199,3 050,"3,1","3,9",635513
Truth,6 avril 2016,"Drame, Biopic",2h 06min,James Vanderbilt,James Vanderbilt,"Cate Blanchett, Robert Redford, Dennis Quaid",None,U.S.A.,Warner Bros. France,Box Office France,"['06 au 13 avril 2016', '13 au 20 avril 2016']",59 310,24 524,"2,8","3,4",672619
Love in the Time of Cholera,26 décembre 2007,"Romance, Drame",2h 19min,Mike Newell,Ronald Harwood,"Javier Bardem, Giovanna Mezzogiorno, Catalina Sandino Moreno",None,U.S.A.,Metropolitan FilmExport,Box Office US,"['16 au 19 novembre 2007', '23 au 26 novembre 2007']",1 924 860,966 983,"2,5","2,4",50901
In the Loop,18 novembre 2009,Comédie,1h 46min,Armando Iannucci,"Armando Iannucci, Jesse Armstrong","Peter Capaldi, Tom Hollander, Gina McKee",None,Grande-Bretagne,CTV International,Box Office France,"['18 au 25 novembre 2009', '25 novembre au 2 décembre 2009']",36 019,24 318,"3,8","3,2",154273
The Three Stooges,25 juillet 2012,Comédie,1h 32min,Peter Farrelly,"Bobby Farrelly, Mike Cerrone, Bobby Farrelly","Will Sasso, Sean Hayes, Chris Diamantopoulos",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['25 juillet au 1 août 2012', '13 au 16 avril 2012']",288,None,"3,0","1,5",220649
Macadam Baby,12 février 2014,Comédie,1h 35min,Patrick Bossard,Patrick Bossard,"François Civil, Camille Claris, Arthur Jugnot",None,France,KapFilms,Box Office France,"['12 au 19 février 2014', '19 au 26 février 2014']",402,135,"3,1","3,2",242996
American Pastoral,28 décembre 2016,"Drame, Historique, Policier",1h 48min,Ewan McGregor,John Romano,"Ewan McGregor, Jennifer Connelly, Dakota Fanning",None,U.S.A.,Mars Films,Box Office France,"['28 décembre 2016 au 4 janvier 2017', '04 au 11 janvier 2017']",18 114,9 151,"2,8","3,0",266822
Président,20 septembre 2006,Thriller,1h 37min,Lionel Delplanque,"Lionel Delplanque, Raphaël Meltz","Albert Dupontel, Jérémie Renier, Claude Rich",None,France,Wild Bunch Distribution,Box Office France,"['20 au 27 septembre 2006', '27 septembre au 4 octobre 2006']",182 173,77 973,"2,9","2,1",131839
Fuk Sau,20 mai 2009,"Action, Thriller, Judiciaire, Drame",1h 48min,Johnnie To,"Wai Ka-Fai, Robert Mark Kamen","Johnny Hallyday, Sylvie Testud, Simon Yam",None,Hong-Kong,ARP Sélection,Box Office France,"['20 au 27 mai 2009', '27 mai au 3 juin 2009']",65 650,20 684,"3,8","2,2",301221
Les Bonnes intentions,21 novembre 2018,"Drame, Comédie",1h 44min,Gilles Legrand,"Leonore Confino, Gilles Legrand","Agnès Jaoui, Alban Ivanov, Tim Seyfi",None,France,Twentieth Century Fox France,Box Office France,"['21 au 28 novembre 2018', '28 novembre au 5 décembre 2018']",61 702,15 772,"2,6","3,0",350428
Le Défi,22 mai 2002,"Comédie, Musical",1h 34min,Blanca Li,"Blanca Li, Gérard Martin","Blanca Li, Benjamin Chaouat, Amanda Lear",None,France,Euripide Distribution,Box Office France,"['22 au 29 mai 2002', '29 mai au 5 juin 2002']",101 225,53 902,"3,1","2,2",98060
When a Stranger Calls,5 juillet 2006,Thriller,1h 27min,Simon West,Jake Wade Wall,"Molly Bryant, Madeline Carroll, Katie Cassidy",Interdit aux moins de 12 ans,U.S.A.,Gaumont Columbia Tristar Films,Box Office France,"['05 au 12 juillet 2006', '12 au 19 juillet 2006']",49 634,17 176,"1,6","1,9",76757
Olé !,7 décembre 2005,Comédie,1h 37min,Florence Quentin,"Florence Quentin, Alexis Quentin","Gad Elmaleh, Gérard Depardieu, Sabine Azéma",None,France,ARP Sélection,Box Office France,"['07 au 14 décembre 2005', '14 au 21 décembre 2005']",302 401,175 713,"2,9","1,4",210044
Louise,18 mars 2015,Drame,1h 26min,Jean-Francois Gallotte,"Jean-Francois Gallotte, Ireine Sohm","Claudine Baschet, Charlotte Sohm, Julie Marboeuf",None,France,Les Films des Deux Rives,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",927,323,"3,0","3,5",181442
"Mes amis, mes amours",2 juillet 2008,"Comédie, Romance",1h 39min,Lorraine Levy,"Lorraine Levy, Marc Lévy","Bruno Davézé, Vincent Lindon, Pascal Elbé",None,France,Pathé,Box Office France,"['02 au 9 juillet 2008', '09 au 16 juillet 2008']",277 136,151 362,"1,8","2,1",417376
Bonne pomme,30 août 2017,Comédie,1h 41min,Florence Quentin,"Florence Quentin, Alexis Quentin","Gérard Depardieu, Catherine Deneuve, Chantal Ladesou",None,France,ARP Sélection,Box Office France,"['30 août au 6 septembre 2017', '06 au 13 septembre 2017']",116 406,61 004,"1,9","2,2",381202
Les hommes libres,28 septembre 2011,"Guerre, Drame",1h 39min,Ismael Ferroukhi,"Ismael Ferroukhi, Alain-Michel Blanc","Tahar Rahim, Michael Lonsdale, Mahmud Shalaby",None,France,Pyramide Distribution,Box Office France,"['28 septembre au 5 octobre 2011', '05 au 12 octobre 2011']",80 217,50 444,"3,0","2,9",380013
Sayônara,10 mai 2017,Drame,1h 52min,Kôji Fukada,Kôji Fukada,"Bryerly Long, Geminoid F, Hirofumi Arai",None,Japon,Survivance,Box Office France,"['10 au 17 mai 2017', '17 au 24 mai 2017']",1 926,913,"3,3","3,3",58161
Don't Say a Word,28 novembre 2001,Thriller,1h 53min,Gary Fleder,"Anthony Peckham, Patrick Smith Kelly","Michael Douglas, Brittany Murphy, Sean Bean",Interdit aux moins de 12 ans,Suisse,310 051 entrées,Box Office France,"['28 novembre au 5 décembre 2001', '05 au 12 décembre 2001']",171 871,99 683,"2,1","2,6",10474
Le Parfum de la dame en noir,14 septembre 2005,"Policier, Comédie",1h 55min,Bruno Podalydès,Bruno Podalydès,"Denis Podalydès, Jean-Noël Brouté, Pierre Arditi",None,France,UGC,Box Office France,"['14 au 21 septembre 2005', '21 au 28 septembre 2005']",186 568,107 309,"3,5","2,3",60103
Casanova,None,"Romance, Comédie, Drame",1h 48min,Lasse Hallström,"Kimberly Simi, Jeffrey Hatcher","Heath Ledger, Sienna Miller, Jeremy Irons",None,U.S.A.,Buena Vista International,Box Office US,"['30 décembre au 2 janvier 2006', '06 au 9 janvier 2006']",408 000,3 778 824,"2,8",--,21683
Tête de Turc,31 mars 2010,"Policier, Drame",1h 27min,Pascal Elbé,Pascal Elbé,"Roschdy Zem, Pascal Elbé, Ronit Elkabetz",None,France,Warner Bros. France,Box Office France,"['31 mars au 7 avril 2010', '07 au 14 avril 2010']",145 375,68 383,"3,8","2,8",666632
Lovelace,8 janvier 2014,"Biopic, Drame",1h 33min,Rob Epstein,"Jeffrey Friedman, Andy Belling","Amanda Seyfried, Peter Sarsgaard, Sharon Stone","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Hélios Films,Box Office France,"['08 au 15 janvier 2014', '15 au 22 janvier 2014']",3 000,1 654,"2,2","2,8",263951
Fleur de Tonnerre,18 janvier 2017,Drame,1h 40min,Stéphanie Pillonca,"Stéphanie Pillonca, Gustave Kervern","Déborah François, Benjamin Biolay, Jonathan Zaccaï",None,France,Dulac Distribution,Box Office France,"['18 au 25 janvier 2017', '25 janvier au 1 février 2017']",19 031,9 047,"2,5","2,2",221762
Tip Top,11 septembre 2013,"Comédie, Judiciaire, Policier",1h 46min,Serge Bozon,"Serge Bozon, Axelle Ropert","Isabelle Huppert, Sandrine Kiberlain, François Damiens",None,France,Rezo Films,Box Office France,"['11 au 18 septembre 2013', '18 au 25 septembre 2013']",45 006,21 552,"3,1","1,3",513251
A Coup Sûr,15 janvier 2014,Comédie,1h 31min,Delphine De Vigan,Delphine De Vigan,"Laurence Arné, Eric Elmosnino, Didier Bezace",None,France,Universal Pictures International France,Box Office France,"['15 au 22 janvier 2014', '22 au 29 janvier 2014']",99 018,27 133,"1,8","2,0",863868
Chernobyl Diaries,11 juillet 2012,Epouvante-horreur,1h 26min,Bradley Parker,"Oren Peli, Carey Van Dyke","Devin Kelley, Jonathan Sadowski, Ingrid Bolsø Berdal",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,Box Office France,"['11 au 18 juillet 2012', '18 au 25 juillet 2012']",74 209,37 126,"1,5","2,0",1142516
Mine Vaganti,21 juillet 2010,"Drame, Comédie",1h 50min,Ferzan Özpetek,"Ivan Cotroneo, Ferzan Özpetek","Riccardo Scamarcio, Nicole Grimaudo, Alessandro Preziosi",None,Italie,Pyramide Distribution,Box Office France,"['21 au 28 juillet 2010', '28 juillet au 4 août 2010']",50 116,30 045,"2,4","3,6",226798
La Fée,14 septembre 2011,"Comédie, Drame",1h 33min,Dominique Abel,"Fiona Gordon, Bruno Romy, Dominique Abel, Fiona Gordon","Dominique Abel, Fiona Gordon, Bruno Romy",None,France,MK2 Diffusion,Box Office France,"['14 au 21 septembre 2011', '21 au 28 septembre 2011']",30 940,17 815,"3,6","3,0",358168
Heaven Knows What,3 février 2016,"Drame, Biopic",1h 37min,Benny Safdie,"Josh Safdie, Ronald Bronstein, Benny Safdie","Arielle Holmes, Caleb Landry Jones, Eleonore Hendricks",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Carlotta Films,Box Office France,"['03 au 10 février 2016', '10 au 17 février 2016']",2 625,1 493,"3,6","3,7",85099
Breaking and Entering,14 mars 2007,"Drame, Romance",1h 59min,Anthony Minghella,Anthony Minghella,"Jude Law, Juliette Binoche, Robin Wright",None,U.S.A.,Buena Vista International,Box Office France,"['14 au 21 mars 2007', '21 au 28 mars 2007']",131 227,34 522,"2,7","2,4",132854
Asa ga Kuru,28 juillet 2021,Drame,2h 20min,Naomi Kawase,"Naomi Kawase, Izumi Takahashi","Arata Iura, Hiromi Nagasaku, Aju Makita",None,Japon,Haut et Court,Box Office France,"['28 juillet au 4 août 2021', '04 au 11 août 2021']",11 839,2 800,"3,6","3,8",54301
Je n'ai rien oublié,30 mars 2011,"Drame, Famille",1h 33min,Bruno Chiche,Bruno Chiche,"Gérard Depardieu, Alexandra Maria Lara, Niels Arestrup",None,France,Studio 37 / Rezo Films,Box Office France,"['30 mars au 6 avril 2011', '06 au 13 avril 2011']",108 531,49 927,"2,9","3,2",570400
The Conspirator,None,Historique,None,Robert Redford,"James Solomon, Gregory Bernstein","James McAvoy, Robin Wright, Justin Long",None,U.S.A.,Luminor (CTV),Box Office US,"['15 au 18 avril 2011', '22 au 25 avril 2011']",3 509 048,2 190 440,"3,5","3,7",220582
"Dernier étage, gauche, gauche",17 novembre 2010,"Comédie, Drame",1h 33min,Angelo Cianci,Angelo Cianci,"Hippolyte Girardot, Mohamed Fellag, Aymen Saïdi",None,France,Memento Distribution,Box Office France,"['17 au 24 novembre 2010', '24 novembre au 1 décembre 2010']",6 291,2 315,"2,7","2,3",210937
Luftslottet som sprängdes,28 juillet 2010,"Policier, Thriller",2h 27min,Daniel Alfredson,"Ulf Ryberg, Jonas Frykberg","Michael Nyqvist, Noomi Rapace, Lena Endre",None,Suède,UGC Distribution,Box Office France,"['28 juillet au 4 août 2010', '04 au 11 août 2010']",68 261,35 341,"3,1","3,7",422672
Hunter Hunter,None,"Epouvante-horreur, Thriller",1h 33min,Shawn Linden,Shawn Linden,"Camille Sullivan, Summer H. Howell, Devon Sawa",None,Canada,,Box Office US,"['18 au 21 décembre 2020', '25 au 28 décembre 2020']",12 010,1 109,"2,2",--,None
"Non ma fille, tu n'iras pas danser",2 septembre 2009,Drame,1h 45min,Christophe Honoré,"Christophe Honoré, Geneviève Brisac","Chiara Mastroianni, Marina Foïs, Marie-Christine Barrault",None,France,Le Pacte,Box Office France,"['02 au 9 septembre 2009', '09 au 16 septembre 2009']",151 073,126 902,"3,5","2,3",238291
Arrhythmia,1 août 2018,"Drame, Comédie",1h 56min,Boris Khlebnikov,"Boris Khlebnikov, Natalia Meshchaninova","Alexander Yatsenko, Irina Gorbacheva, Nikolay Shraiber",None,Russie,Les Valseurs,Box Office France,"['01 au 8 août 2018', '08 au 15 août 2018']",4 004,2 557,"3,5","3,9",17362
The Turning,None,"Epouvante-horreur, Drame",1h 34min,Floria Sigismondi,"Chad Hayes, Carey W. Hayes","Mackenzie Davis, Finn Wolfhard, Brooklynn Prince",Interdit aux moins de 12 ans,U.S.A.,,Box Office US,"['24 au 27 janvier 2020', '31 janvier 2020 au 3 février 2020']",6 950 045,3 011 025,"1,6",--,46789
Return to Never Land,14 août 2002,"Animation, Aventure, Famille",1h 13min,Donovan Cook,"Robin Budd, Temple Mathews","Harriet Owen, Blayne Weaver, Corey Burton",à partir de 6 ans (children's film),U.S.A.,1 379 147 entrées,Box Office France,"['14 au 21 août 2002', '21 au 28 août 2002']",354 985,397 004,"3,1","2,9",16966
