title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
La Vie d'artiste,5 septembre 2007,"Comédie, Drame",1h 47min,Marc Fitoussi,Marc Fitoussi,"Julien Baumgartner, Sandrine Kiberlain, Emilie Dequenne",None,France,Haut et Court,Box Office France,['05 au 12 septembre 2007'],50 605,None,"2,9","2,3",236909
Blancanieves,23 janvier 2013,Drame,1h 49min,Pablo Berger,Pablo Berger,"Maribel Verdú, Macarena García, Daniel Giménez Cacho",None,Espagne,Rezo Films,Box Office France,"['23 au 30 janvier 2013', '30 janvier au 6 février 2013']",30 961,23 345,"4,0","3,8",222934
De bon matin,5 octobre 2011,Drame,1h 31min,Jean-Marc Moutout,"Jean-Marc Moutout, Olivier Gorce","Jean-Pierre Darroussin, Valérie Dréville, Xavier Beauvois",None,France,Les Films du Losange,Box Office France,"['05 au 12 octobre 2011', '12 au 19 octobre 2011']",59 339,33 093,"3,5","3,2",583437
L'Enfant,19 octobre 2005,Drame,1h 35min,Jean-Pierre Dardenne,"Luc Dardenne, Jean-Pierre Dardenne, Luc Dardenne","Jean-Michel Balthazar, Jérémie Renier, Déborah François",None,France,Diaphana Films,Box Office France,"['19 au 26 octobre 2005', '26 octobre au 2 novembre 2005']",137 403,91 304,"4,3","1,9",82822
Dracula 2000,9 mai 2001,Epouvante-horreur,1h 39min,Patrick Lussier,"Joel Soisson, Patrick Lussier","Gerard Butler, Christopher Plummer, Justine Waddell",Interdit aux moins de 12 ans,U.S.A.,Bac Films,Box Office France,"['09 au 16 mai 2001', '16 au 23 mai 2001']",105 868,75 029,"2,6","1,7",152152
Sauvages,20 mars 2019,"Romance, Drame",1h 32min,Dennis Berry,Dennis Berry,"Nadia Tereszkiewicz, Catarina Wallenstein, João Nunes Monteiro",None,France,Alfama Films,Box Office France,['20 au 27 mars 2019'],467,None,"1,6","2,7",21905
La noche de 12 años,27 mars 2019,"Biopic, Aventure, Drame",2h 02min,Alvaro Brechner,Alvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Uruguay,Le Pacte,Box Office France,"['27 mars au 3 avril 2019', '03 au 10 avril 2019']",26 157,16 261,"3,6","4,0",283047
Wassup Rockers,5 avril 2006,Drame,1h 46min,Larry Clark,"Larry Clark, Matthew Frost","David Livingston, Jonathan Velasquez, Francisco Pedrasa",None,U.S.A.,Ad Vitam,Box Office France,['05 au 12 avril 2006'],22 702,None,"3,8","3,0",82681
Nos amis les Terriens,18 avril 2007,"Comédie dramatique, Fantastique",1h 25min,Bernard Werber,Bernard Werber,"Pierre Arditi, Audrey Dana, Boris Ventura Diaz",None,France,Les Films 13,Box Office France,['18 au 25 avril 2007'],31 303,None,"1,5","1,9",323022
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",3 janvier 2018,"Animation, Drame",1h 30min,Akiyuki Shimbo,"Nobuyuki Takeuchi, Hitoshi Ône","Suzu Hirose, Masaki Suda, Mamoru Miyano",None,Japon,Eurozoom,Box Office France,"['03 au 10 janvier 2018', '10 au 17 janvier 2018']",8 266,3 822,"2,9","2,5",54215
Mies vailla menneisyyttä,6 novembre 2002,"Drame, Comédie",1h 37min,Aki Kaurismäki,Aki Kaurismäki,"Markku Peltola, Kati Outinen, Juhani Niemela",None,Allemagne,Pyramide Distribution,Box Office France,"['06 au 13 novembre 2002', '13 au 20 novembre 2002']",170 525,107 506,"4,8","3,6",19683
Konferenz der Tiere,9 février 2011,"Animation, Famille",1h 33min,Reinhard Klooss,"Holger Tappe, Oliver Huzly, Sven Severin","Elie Semoun, Ralf Schmitz, Jacques Perrin",à partir de 6 ans (children's film),Allemagne,Metropolitan FilmExport,Box Office France,"['09 au 16 février 2011', '16 au 23 février 2011']",218 189,220 822,"1,9","2,2",1951671
Evangerion shin gekijôban: Jo,25 février 2009,"Animation, Action, Science fiction",1h 38min,Kazuya Tsurumaki,"Hideaki Anno,  Masayuki, Hideaki Anno","Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi",None,Japon,9ème Dimension,Box Office France,"['04 au 11 mars 2009', '11 au 18 mars 2009']",723,510,"2,9","3,8",137570
Compliance,26 septembre 2012,"Drame, Thriller, Judiciaire",1h 30min,Craig Zobel,Craig Zobel,"Dreama Walker, Ann Dowd, Matt Servitto",Interdit aux moins de 12 ans,U.S.A.,Pretty Pictures,Box Office France,"['26 septembre au 3 octobre 2012', '03 au 10 octobre 2012']",12 825,6 488,"3,3","2,7",933497
La jaula de oro,4 décembre 2013,Drame,1h 48min,Diego Quemada-Diez,"Diego Quemada-Diez, Lucía Carreras","Brandon López, Rodolfo Dominguez, Karen Martínez",None,Mexique,Pretty Pictures,Box Office France,"['04 au 11 décembre 2013', '11 au 18 décembre 2013']",18 907,11 715,"4,0","4,1",291462
Das Letzte Schweigen,27 avril 2011,"Thriller, Drame",1h 58min,Baran bo Odar,Baran bo Odar,"Ulrich Thomsen, Wotan Wilke Möhring, Katrin Sass",None,Allemagne,DistriB Films,Box Office France,"['27 avril au 4 mai 2011', '04 au 11 mai 2011']",3 701,1 016,"2,9","3,4",59855
Tideland,28 juin 2006,"Fantastique, Drame",2h 00min,Terry Gilliam,"Terry Gilliam, Tony Grisoni","Jodelle Ferland, Janet McTeer, Brendan Fletcher",Interdit aux moins de 12 ans,Grande-Bretagne,Bac Films,Box Office France,['28 juin au 5 juillet 2006'],25 272,None,"2,7","2,7",85007
The Soloist,23 décembre 2009,"Drame, Biopic",1h 57min,Joe Wright,Susannah Grant,"Jamie Foxx, Robert Downey Jr., Catherine Keener",None,U.S.A.,StudioCanal,Box Office France,"['23 au 30 décembre 2009', '30 décembre 2009 au 6 janvier 2010']",23 104,14 289,"2,9","3,2",128662
Le fils de l'épicier,15 août 2007,"Comédie, Drame",1h 36min,Eric Guirado,"Eric Guirado, Florence Vignon","Nicolas Cazalé, Clotilde Hesme, Daniel Duval",None,France,Les Films du Losange,Box Office France,"['15 au 22 août 2007', '22 au 29 août 2007']",78 001,54 395,"3,6","3,2",115611
Les Regrets,2 septembre 2009,Comédie dramatique,1h 45min,Cédric Kahn,Cédric Kahn,"Yvan Attal, Valeria Bruni Tedeschi, Arly Jover",None,France,Mars Films,Box Office France,"['02 au 9 septembre 2009', '09 au 16 septembre 2009']",89 668,65 766,"3,2","2,3",316792
Le Milieu De L'Horizon,20 octobre 2021,Drame,1h 32min,Delphine Lehericey,Joanne Giger,"Laetitia Casta, Luc Bruchez, Clémence Poésy",None,Suisse,Outplay Films,Box Office France,"['20 au 27 octobre 2021', '27 octobre au 3 novembre 2021']",763,47,"2,8","2,9",119183
Dohee-Ya,5 novembre 2014,Drame,1h 59min,July Jung,July Jung,"Doona Bae, Kim Sae-Ron, Song Sae-Byeok","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Corée du Sud,Epicentre Films,Box Office France,"['05 au 12 novembre 2014', '12 au 19 novembre 2014']",15 273,6 417,"3,3","3,8",50854
The Sentinel,30 août 2006,"Thriller, Action, Policier",1h 48min,Clark Johnson,"George Nolfi, Gerald Petievich","Michael Douglas, Kiefer Sutherland, Kim Basinger",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['30 août au 6 septembre 2006', '06 au 13 septembre 2006']",260 277,118 376,"1,9","2,1",119440
Cigare au miel,6 octobre 2021,Drame,1h 36min,Kamir Aïnouz,"Kamir Aïnouz, Marc Syrigas","Zoé Adjani, Amira Casar, Lyes Salem","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Paname Distribution,Box Office France,"['06 au 13 octobre 2021', '13 au 20 octobre 2021']",4 201,1 244,"2,6","2,3",98391
Elena,7 mars 2012,Drame,1h 49min,Andrey Zvyagintsev,"Oleg Negin, Andrey Zvyagintsev","Nadezhda Markina, Andrei Smirnov, Elena Lyadova",None,Russie,Pyramide Distribution,Box Office France,"['07 au 14 mars 2012', '14 au 21 mars 2012']",40 666,30 037,"3,7","3,5",179531
The Covenant,13 décembre 2006,"Fantastique, Action, Epouvante-horreur, Thriller",1h 37min,Renny Harlin,J.S. Cardone,"Steven Strait, Laura Ramsey, Sebastian Stan",None,U.S.A.,Gaumont Columbia Tristar Films,Box Office France,"['13 au 20 décembre 2006', '08 au 11 septembre 2006']",33 563,None,"1,5","2,2",319450
Alien Crystal Palace,23 janvier 2019,Comédie dramatique,1h 37min,Arielle Dombasle,"Jacques Fieschi, Arielle Dombasle","Arielle Dombasle, Nicolas Ker, Asia Argento",None,France,Orange Studio,Box Office France,"['23 au 30 janvier 2019', '30 janvier au 6 février 2019']",1 268,768,"2,2","1,1",47611
The Rebound,17 novembre 2010,"Comédie, Romance",1h 34min,Bart Freundlich,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Andrew Cherry",None,U.S.A.,Rezo Films,Box Office France,"['17 au 24 novembre 2010', '24 novembre au 1 décembre 2010']",54 949,10 960,"1,5","2,7",402299
Le Secret de la chambre noire,8 mars 2017,"Drame, Fantastique",2h 11min,Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Tahar Rahim, Constance Rousseau, Olivier Gourmet",None,France,Condor Distribution,Box Office France,"['08 au 15 mars 2017', '15 au 22 mars 2017']",13 825,7 307,"3,4","2,6",294501
La Chair de ma chair,24 juillet 2013,Drame,1h 16min,Denis Dercourt,Denis Dercourt,"Anna Juliana Jaenner, Mathieu Charrière, François Smesny",Interdit aux moins de 12 ans,France,Zootrope Films,Box Office France,"['24 au 31 juillet 2013', '31 juillet au 7 août 2013']",599,404,"2,6","2,6",10375
La Confrérie des larmes,9 octobre 2013,Thriller,1h 38min,Jean-Baptiste Andrea,"Jean-Baptiste Andrea, Gaël Malry","Jérémie Renier, Audrey Fleurot, Mélusine Mayance",None,France,Rezo Films,Box Office France,"['09 au 16 octobre 2013', '16 au 23 octobre 2013']",30 227,2 905,"1,9","2,3",144553
Freda,13 octobre 2021,Drame,1h 33min,Gessica Geneus,Gessica Geneus,"Néhémie Bastien, Fabiola Remy, Djanaïna François",None,Haïti,Nour Films,Box Office France,"['13 au 20 octobre 2021', '20 au 27 octobre 2021']",11 074,8 175,"3,8","3,8",182780
Les morsures de l'aube,21 mars 2001,"Fantastique, Thriller",1h 35min,Antoine de Caunes,Laurent Chalumeau,"Jean-Marc Minéo, Guillaume Canet, Asia Argento",None,France,Mars Distribution,Box Office France,"['21 au 28 mars 2001', '28 mars au 4 avril 2001']",296 678,91 659,"2,8","1,5",12425
Certifiée Halal,13 mai 2015,Comédie,1h 25min,Mahmoud Zemmouri,"Mahmoud Zemmouri, Marie-Laurence Attias","Hafsia Herzi, Smaïn Fairouze, Mourade Zeguendi",None,France,MLA FILMS,Box Office France,"['13 au 20 mai 2015', '20 au 27 mai 2015']",12 200,6 629,"2,0","1,7",421817
"Fidelio, l’odyssée d’Alice",24 décembre 2014,Drame,1h 37min,Lucie Borleteau,"Lucie Borleteau, Clara Bourreau","Ariane Labed, Melvil Poupaud, Anders Danielsen Lie",None,France,Pyramide Distribution,Box Office France,"['24 au 31 décembre 2014', '31 décembre 2014 au 7 janvier 2015']",20 627,14 632,"3,8","3,3",245291
L'Odeur de la mandarine,30 septembre 2015,Drame,1h 50min,Gilles Legrand,Guillaume Laurant,"Olivier Gourmet, Georgia Scalliet, Dimitri Storoge",None,France,Metropolitan FilmExport,Box Office France,"['30 septembre au 7 octobre 2015', '07 au 14 octobre 2015']",71 477,28 571,"3,5","3,7",184488
Hope,28 janvier 2015,Drame,1h 31min,Boris Lojkine,Boris Lojkine,"Justin Wang, Endurance Newton, Dieudonné Bertrand Balo’o","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Pyramide Distribution,Box Office France,"['28 janvier au 4 février 2015', '04 au 11 février 2015']",12 564,8 319,"3,8","4,0",92125
Mientras Dure la Guerra,19 février 2020,Drame,1h 47min,Alejandro Amenábar,"Alejandro Amenábar, Alejandro Hernández","Karra Elejalde, Eduard Fernández, Santi Prego",None,Espagne,Haut et Court,Box Office France,"['19 au 26 février 2020', '26 février au 4 mars 2020']",55 129,34 021,"2,7","3,0",301994
Coldwater,9 juillet 2014,"Drame, Thriller",1h 48min,Vincent Grashaw,"Vincent Grashaw, Mark Penney","P.J. Boudousqué, James C. Burns, Chris Petrovski",Interdit aux moins de 12 ans avec avertissement,U.S.A.,KMBO,Box Office France,"['09 au 16 juillet 2014', '16 au 23 juillet 2014']",34 511,13 940,"2,9","3,9",363220
Tom Medina,4 août 2021,Drame,1h 40min,Tony Gatlif,Tony Gatlif,"David Murgia, Slimane Dazi, Karoline Rose Sun",None,France,Les Films du Losange,Box Office France,"['04 au 11 août 2021', '11 au 18 août 2021']",12 011,5 003,"3,1","2,9",14260
Miss Bala,None,"Drame, Policier",1h 44min,Catherine Hardwicke,"Gareth Dunnet-Alcocer, Gerardo Naranjo","Gina Rodriguez, Ismael Cruz Cordova, Matt Lauria",None,U.S.A.,,Box Office US,"['01 au 4 février 2019', '08 au 11 février 2019']",6 864 744,2 745 129,"2,8",--,46718
Samouraïs,19 juin 2002,Action,1h 30min,Giordano Gederlini,"Giordano Gederlini, Matt Alexander","Cyril Mourali, Maï-Anh Lê, Yazuaki Kurata",None,France,Pathé,Box Office France,['19 au 26 juin 2002'],198 078,None,"2,4","1,0",17227
La Mélodie,8 novembre 2017,Drame,1h 42min,Rachid Hami,"Rachid Hami, Guy Laurent","Kad Merad, Samir Guesmi, Renély Alfred",None,France,UGC Distribution,Box Office France,"['08 au 15 novembre 2017', '15 au 22 novembre 2017']",55 571,21 960,"2,9","3,1",325603
The Glass House,23 janvier 2002,"Thriller, Policier",1h 46min,Daniel Sackheim,Wesley Strick,"Leelee Sobieski, Diane Lane, Stellan Skarsgård",Interdit aux moins de 12 ans,U.S.A.,Columbia TriStar Films,Box Office US,"['11 au 14 septembre 2001', '18 au 21 septembre 2001']",6 100 000,4 400 000,"2,6","2,2",25470
Les Invités de mon père,31 mars 2010,Comédie,1h 40min,Anne Le Ny,"Anne Le Ny, Luc Béraud","Fabrice Luchini, Karin Viard, Michel Aumont",None,France,UGC Distribution,Box Office France,"['31 mars au 7 avril 2010', '07 au 14 avril 2010']",303 708,176 002,"3,6","3,0",3174541
Den skaldede frisør,19 décembre 2012,"Comédie, Romance",1h 55min,Susanne Bier,"Anders Thomas Jensen, Susanne Bier","Pierce Brosnan, Trine Dyrholm, Molly Blixt Egelind",None,Danemark,Les Films du Losange,Box Office France,"['19 au 26 décembre 2012', '26 décembre 2012 au 2 janvier 2013']",11 368,9 004,"2,9","3,2",301690
"Synecdoche, New York",1 avril 2009,Comédie dramatique,2h 04min,Charlie Kaufman,Charlie Kaufman,"Philip Seymour Hoffman, Catherine Keener, Samantha Morton",None,U.S.A.,Océan Films,Box Office France,"['01 au 8 avril 2009', '08 au 15 avril 2009']",3 869,1 344,"2,3","2,9",34965
Cradle 2 the Grave,18 juin 2003,"Thriller, Action",1h 40min,Andrzej Bartkowiak,"John O'Brien, Channing Gibson","Jet Li,  DMX, Tom Arnold",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,"['18 au 25 juin 2003', '25 juin au 2 juillet 2003']",271 694,88 016,"2,1","2,0",56584
Kiseki,11 avril 2012,"Drame, Comédie",2h 08min,Hirokazu Kore-eda,Hirokazu Kore-eda,"Koki Maeda, Ohshirô Maeda, Ryôga Hayashi",None,Japon,Wild Side Films / Le Pacte,Box Office France,"['11 au 18 avril 2012', '18 au 25 avril 2012']",16 753,12 565,"3,8","3,9",132643
A Toute Épreuve,9 juillet 2014,Comédie,1h 35min,Antoine Blossier,"Antoine Blossier, Sabrina Amara","Marc Lavoine, Valérie Karsenti, Thomas Solivérès",None,France,Gaumont Distribution,Box Office France,"['02 au 9 juillet 2014', '09 au 16 juillet 2014']",7 875,153 115,"3,0","2,9",396628
Dr. Dolittle 2,1 août 2001,Comédie,1h 22min,Steve Carr,Larry Levin,"Eddie Murphy, Kristen Wilson,  Raven-Symoné",à partir de 8 ans (children's film),U.S.A.,UFD,Box Office France,"['01 au 8 août 2001', '08 au 15 août 2001']",220 499,115 828,"2,7","1,6",4745
The Big Year,19 septembre 2012,Comédie,1h 40min,David Frankel,Howard Franklin,"Steve Martin, Jack Black, Owen Wilson",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['19 au 26 septembre 2012', '14 au 17 octobre 2011']",311,None,"1,5","2,3",15480
Creepy,14 juin 2017,Thriller,2h 10min,Kiyoshi Kurosawa,"Kiyoshi Kurosawa, Chihiro Ikeda","Hidetoshi Nishijima, Yuko Takeuchi, Teruyuki Kagawa",Interdit aux moins de 12 ans avec avertissement,Japon,Eurozoom,Box Office France,"['14 au 21 juin 2017', '21 au 28 juin 2017']",17 090,13 315,"3,8","3,3",191167
Twelve,8 septembre 2010,Drame,1h 35min,Joel Schumacher,Jordan Melamed,"Chace Crawford,  50 Cent, Rory Culkin",None,U.S.A.,Gaumont Distribution,Box Office France,"['01 au 8 septembre 2010', '08 au 15 septembre 2010']",1 012,97 393,"1,5","2,3",798154
Meet The Blacks,None,Comédie,1h 30min,Deon Taylor,Deon Taylor,"Mike Epps, George Lopez, Mike Tyson",None,U.S.A.,,Box Office US,['01 au 4 avril 2016'],4 086 000,None,"1,5",--,16446
Quarantine,None,Epouvante-horreur,1h 29min,John Erick Dowdle,"Drew Dowdle, John Erick","Jennifer Carpenter, Columbus Short, Jay Hernandez",None,U.S.A.,1 nomination,Box Office US,"['10 au 13 octobre 2008', '17 au 20 octobre 2008']",14 211 321,6 084 580,"1,6",--,59133
Twixt,11 avril 2012,"Epouvante-horreur, Thriller, Romance",1h 29min,Francis Ford Coppola,Francis Ford Coppola,"Val Kilmer, Bruce Dern, Elle Fanning","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Pathé,Box Office France,"['11 au 18 avril 2012', '18 au 25 avril 2012']",51 284,28 466,"3,0","2,3",911444
The Hurricane Heist,28 février 2018,Action,1h 40min,Rob Cohen,"Scott Windhauser, Jeff Dixon","Toby Kebbell, Maggie Grace, Ryan Kwanten",None,U.S.A.,SND,Box Office France,"['28 février au 7 mars 2018', '07 au 14 mars 2018']",138 886,65 080,"2,6","2,0",729017
It's Kind of a Funny Story,None,"Comédie dramatique, Romance",1h 41min,Ryan Fleck,"Anna Boden, Ryan Fleck, Anna Boden","Keir Gilchrist, Zach Galifianakis, Emma Roberts",None,U.S.A.,,Box Office US,"['08 au 11 octobre 2010', '15 au 18 octobre 2010']",2 013 406,1 265 000,"3,7",--,86122
Una mujer fantástica,12 juillet 2017,Drame,1h 44min,Sebastián Lelio,"Sebastián Lelio, Gonzalo Maza","Daniela Vega, Francisco Reyes, Luis Gnecco",None,Chili,Ad Vitam,Box Office France,"['12 au 19 juillet 2017', '19 au 26 juillet 2017']",31 393,20 458,"3,6","3,7",109916
Le dernier trappeur,15 décembre 2004,Aventure,1h 34min,Nicolas Vanier,Nicolas Vanier,"Kaori Toregai, Alain Lemaire, Alex Van Bibber",à partir de 8 ans (children's film),France,TFM Distribution,Box Office France,"['15 au 22 décembre 2004', '22 au 29 décembre 2004']",443 243,398 161,"3,1","3,4",165423
Hot Tub Time Machine,6 octobre 2010,"Comédie, Science fiction",1h 39min,Steve Pink,"John Morris (IV), Josh Heald","John Cusack, Clark Duke, Craig Robinson",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['06 au 13 octobre 2010', '13 au 20 octobre 2010']",1 866,228,"2,2","2,6",222839
Happy-Go-Lucky,27 août 2008,Comédie,1h 58min,Mike Leigh,Mike Leigh,"Sally Hawkins, Alexis Zegerman, Andrea Riseborough",None,Grande-Bretagne,MK2 Diffusion,Box Office France,"['27 août au 3 septembre 2008', '03 au 10 septembre 2008']",110 442,90 725,"3,9","2,7",231662
Nacho Libre,1 novembre 2006,"Comédie, Famille",1h 32min,Jared Hess,"Jared Hess, Jerusha Hess","Jack Black, Ana de la Reguera, Héctor Jiménez",à partir de 10 ans (children's film),U.S.A.,United International Pictures (UIP),Box Office US,"['16 au 19 juin 2006', '23 au 26 juin 2006']",28 309 599,12 699 864,"2,8","2,3",55123
C'est beau la vie quand on y pense,12 avril 2017,Comédie dramatique,1h 33min,Gérard Jugnot,"Gérard Jugnot, Guy Laurent","Gérard Jugnot, François Deblock, Isabelle Mergault",None,France,UGC Distribution,Box Office France,"['12 au 19 avril 2017', '19 au 26 avril 2017']",140 490,56 836,"2,2","2,7",264824
Une pure affaire,2 mars 2011,Comédie,1h 28min,Alexandre Coffre,Alexandre Coffre,"François Damiens, Pascale Arbillot, Laurent Lafitte",None,France,Bac Films,Box Office France,"['02 au 9 mars 2011', '09 au 16 mars 2011']",90 002,42 004,"3,3","2,7",2472419
Tijuana Bible,29 juillet 2020,Drame,1h 32min,Jean-Charles Hue,"Axel Guyot, Jean-Charles Hue","Paul Anderson, Adriana Paz, Noé Hernandez",None,France,Ad Vitam,Box Office France,"['29 juillet au 5 août 2020', '05 au 12 août 2020']",7 087,2 753,"2,9","2,4",130123
Boogeyman,28 juin 2006,Epouvante-horreur,1h 26min,Stephen T. Kay,"Stiles White, Eric Kripke","Barry Watson, Emily Deschanel, Skye McCole Bartusiak",Interdit aux moins de 12 ans,Allemagne,TFM Distribution,Box Office US,"['04 au 7 février 2005', '11 au 14 février 2005']",19 020 655,10 235 785,"2,1","1,5",58517
Flicka,25 octobre 2006,Comédie dramatique,1h 34min,Michael Mayer,"Mark Rosenthal, Lawrence Konner","Alison Lohman, Tim McGraw, Maria Bello",à partir de 8 ans (children's film),Grande-Bretagne,Twentieth Century Fox France,Box Office US,"['20 au 23 octobre 2006', '27 au 30 octobre 2006']",7 703 551,4 728 261,"3,3",--,102945
 The Angry Birds Movie 2,16 octobre 2019,"Animation, Comédie",1h 37min,Thurop Van Orman,"Peter Ackerman, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Karin Viard",à partir de 6 ans (children's film),U.S.A.,Sony Pictures Releasing France,Box Office France,"['16 au 23 octobre 2019', '23 au 30 octobre 2019']",256 867,228 418,"2,8","3,2",560816
Je te mangerais,11 mars 2009,"Drame, Romance",1h 36min,Sophie Laloy,"Sophie Laloy, Jean-Luc Gaget","Judith Davis, Isild Le Besco, Johan Libéreau",None,France,Little Stone Distribution,Box Office France,"['11 au 18 mars 2009', '18 au 25 mars 2009']",9 232,3 058,"3,1","2,5",168557
Tangerine,30 décembre 2015,"Comédie, Drame",1h 28min,Sean Baker,"Sean Baker, Chris Bergoch","Kitana Kiki Rodriguez, Mya Taylor, Mickey O'Hagan","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,ARP Sélection,Box Office France,"['23 au 30 décembre 2015', '30 décembre 2015 au 6 janvier 2016']",383,3 306,"3,6","3,5",205782
Xin jing cha gu shi,13 juillet 2005,"Policier, Drame, Action",2h 00min,Benny Chan,Alan Yuen,"Jackie Chan, Nicholas Tse, Charlene Choi",None,Chine,Metropolitan FilmExport,Box Office France,"['13 au 20 juillet 2005', '20 au 27 juillet 2005']",82 424,44 138,"3,3","3,2",12224
Hollywoodland,3 janvier 2007,"Thriller, Biopic, Drame",2h 06min,Allen Coulter,Paul Bernbaum,"Ayumi Iizuka, Ben Affleck, Diane Lane",None,U.S.A.,Buena Vista International,Box Office France,"['03 au 10 janvier 2007', '10 au 17 janvier 2007']",74 139,27 347,"3,3","2,5",157866
Ça tourne à Saint-Pierre et Miquelon,25 mai 2022,Comédie dramatique,1h 35min,Christian Monnier,"Christian Monnier, Sheila O'Connor","Céline Mauge, Philippe Rebbot, Jules Sitruk",None,France,Destiny Films,Box Office France,"['25 mai au 1 juin 2022', '01 au 8 juin 2022']",2 177,474,"2,1","2,8",9825
Delivery Man,None,Comédie,1h 45min,Ken Scott,Ken Scott,"Vince Vaughn, Chris Pratt, Cobie Smulders",None,U.S.A.,,Box Office US,"['22 au 25 novembre 2013', '29 novembre 2013 au 2 décembre 2013']",8 215 000,6 931 000,"2,7",--,44532
Brian and Charles,None,"Comédie, Drame",1h 30min,Jim Archer,"David Earl, Chris Hayward (III)","David Earl, Chris Hayward (III), Louise Brealey",None,Grande-Bretagne,1 nomination,Box Office US,['17 au 20 juin 2022'],198 000,None,"2,5",--,3416
Debout sur la montagne,30 octobre 2019,Comédie dramatique,1h 48min,Sébastien Betbeder,Sébastien Betbeder,"William Lebghil, Izïa Higelin, Bastien Bouillon",None,France,Dulac Distribution,Box Office France,"['30 octobre au 6 novembre 2019', '06 au 13 novembre 2019']",11 559,4 251,"3,1","2,3",237073
Tini: El Gran Cambio de Violetta,4 mai 2016,Comédie,1h 39min,Juan Pablo Buscarini,Ramón Salazar,"Martina Stoessel, Jorge Blanco, Adrián Salzedo",à partir de 10 ans (children's film),Argentine,The Walt Disney Company France,Box Office France,"['04 au 11 mai 2016', '11 au 18 mai 2016']",102 111,53 981,"2,4","3,0",238667
Le Quatuor à cornes,12 septembre 2018,Animation,0h 43min,Benjamin Botella,"Emmanuelle Gorgiard, Pascale Hecquet, Nathalie Dargent, Emmanuelle Gorgiard","Anaëlle Manquest, Maia Baran, Raphaëlle Bruneau",à partir de 3 ans (children's film),France,Cinéma Public Films,Box Office France,"['12 au 19 septembre 2018', '19 au 26 septembre 2018']",4 605,7 135,"4,0","3,8",108810
Whatever Lola Wants,16 avril 2008,Comédie dramatique,1h 55min,Nabil Ayouch,"Nabil Ayouch, Nathalie Saugeon","Laura Ramsey, Assaad Bouab, Carmen Lebbos",None,Canada,Pathé,Box Office France,['16 au 23 avril 2008'],38 515,None,"2,7","3,3",86329
"Musée haut, musée bas",None,Comédie,1h 33min,Jean-Michel Ribes,Jean-Michel Ribes,"Michel Blanc, Victoria Abril, Pierre Arditi",None,France,Warner Bros. France,Box Office France,"['19 au 26 novembre 2008', '26 novembre au 3 décembre 2008']",230 913,139 464,"3,1","1,6",192877
L'Américain,7 juillet 2004,Comédie,1h 34min,Patrick Timsit,"Patrick Timsit, Jean-Carol Larrivé","Lorànt Deutsch, Thierry Lhermitte, Emilie Dequenne",None,France,SND,Box Office France,"['07 au 14 juillet 2004', '14 au 21 juillet 2004']",186 079,64 169,"2,1","0,9",52364
Les rencontres d'après minuit,13 novembre 2013,"Comédie dramatique, Romance, Drame",1h 33min,Yann Gonzalez,Yann Gonzalez,"Kate Moran, Niels Schneider, Nicolas Maury",Interdit aux moins de 12 ans avec avertissement,France,Potemkine Films,Box Office France,"['13 au 20 novembre 2013', '20 au 27 novembre 2013']",4 892,2 892,"3,1","2,4",121374
L'Enfant rêvé,7 octobre 2020,"Romance, Drame",1h 47min,Raphaël Jacoulot,Raphaël Jacoulot,"Jalil Lespert, Louise Bourgoin, Mélanie Doutey",None,France,Paname Distribution,Box Office France,"['07 au 14 octobre 2020', '14 au 21 octobre 2020']",30 218,16 136,"3,0","2,6",189753
Sound Of Noise,29 décembre 2010,"Policier, Musical",1h 42min,Ola Simonsson,"Johannes Stjarne Nilsson, Ola Simonsson, Johannes Stjarne Nilsson","Bengt Nilsson, Sanna Persson, Magnus Börjeson",None,Suède,Wild Bunch Distribution,Box Office France,"['29 décembre 2010 au 5 janvier 2011', '05 au 12 janvier 2011']",17 945,13 756,"2,9","3,9",386071
Kauwboy,21 novembre 2012,Drame,1h 21min,Boudewijn Koole,"Boudewijn Koole, Jolein Laarman","Rick Lens, Loek Peters, Cahit Ölmez",None,Pays-Bas,Les Films du Préau,Box Office France,"['21 au 28 novembre 2012', '28 novembre au 5 décembre 2012']",2 132,131,"3,8","3,7",53580
